,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
3699,ElasticNet,Affinity Data Value,all,283193.11658342753,1095335885221.4059,27080.55786705101,0.276806,[0.184 ~ 0.365],-0.031221,final size165 f regression
3700,SVR,Affinity Data Value,all,263930.67151880846,1131676505519.7434,43.22587220612085,0.280005,[0.187 ~ 0.368],-0.065434,final size165 f regression
3701,DecisionTree,Affinity Data Value,all,283341.58094771934,1104194737628.0496,167226.88815683604,0.098253,[0.001 ~ 0.194],-0.039561,final size165 f regression
3702,RandomForest,Affinity Data Value,all,277834.4156010562,1028466130647.8723,119229.07179941222,0.354425,[0.266 ~ 0.437],0.031735,final size165 f regression
3703,XGBoost,Affinity Data Value,all,289035.79649030283,1037282823798.1349,149149.5625,0.289525,[0.197 ~ 0.377],0.023434,final size165 f regression
3704,linearRegression,Affinity Data Value,all,6285015964.209752,1.1256248568978604e+22,105909149358.78363,-0.000404,[-0.098 ~ 0.097],-10597369740.997189,GAP size165 f regression
3705,Ridge,Affinity Data Value,all,291800.4452800047,1080239975343.4454,68558.08278211996,0.238538,[0.144 ~ 0.329],-0.017009,GAP size165 f regression
3706,Lasso,Affinity Data Value,all,286121.56500391173,1079411289230.118,54481.875412276895,0.266859,[0.174 ~ 0.355],-0.016228,GAP size165 f regression
3707,ElasticNet,Affinity Data Value,all,283612.3662403592,1093263566108.3682,27456.281467536523,0.296883,[0.205 ~ 0.383],-0.02927,GAP size165 f regression
3708,SVR,Affinity Data Value,all,263926.303984516,1131668114812.0505,51.33639789704526,0.298602,[0.207 ~ 0.385],-0.065426,GAP size165 f regression
3709,DecisionTree,Affinity Data Value,all,284372.13638280705,1087485115758.5286,201892.7443878861,0.131564,[0.034 ~ 0.226],-0.02383,GAP size165 f regression
3710,RandomForest,Affinity Data Value,all,271559.1053420351,1032855723889.4141,93410.88002747625,0.413122,[0.329 ~ 0.491],0.027602,GAP size165 f regression
3711,XGBoost,Affinity Data Value,all,305827.9928106797,1077054267193.7397,173441.609375,0.145882,[0.049 ~ 0.24],-0.014009,GAP size165 f regression
3712,linearRegression,Affinity Data Value,all,6453663538.825133,1.1868539217342296e+22,108751507150.97581,-0.000404,[-0.098 ~ 0.097],-11173820265.389435,final size165 r regression
3713,Ridge,Affinity Data Value,all,292387.3797976092,1081802207868.3505,67371.7330267874,0.219547,[0.125 ~ 0.311],-0.018479,final size165 r regression
3714,Lasso,Affinity Data Value,all,286367.805914215,1078894361117.0842,56641.74842638795,0.261478,[0.168 ~ 0.35],-0.015742,final size165 r regression
3715,ElasticNet,Affinity Data Value,all,283142.5550874044,1095731452088.4011,26880.178187492285,0.272622,[0.18 ~ 0.361],-0.031593,final size165 r regression
3716,SVR,Affinity Data Value,all,263930.18385458953,1131674663454.9473,44.43635750099338,0.280728,[0.188 ~ 0.368],-0.065433,final size165 r regression
3717,DecisionTree,Affinity Data Value,all,272796.27942140354,1092173941707.2386,85809.9541815551,0.191183,[0.095 ~ 0.284],-0.028244,final size165 r regression
3718,RandomForest,Affinity Data Value,all,277749.55065101053,1023959513933.4015,126868.06950272157,0.350851,[0.262 ~ 0.434],0.035977,final size165 r regression
3719,XGBoost,Affinity Data Value,all,288493.4078603874,1051931318299.5013,123391.3125,0.270173,[0.177 ~ 0.358],0.009643,final size165 r regression
3720,linearRegression,Affinity Data Value,all,6541404673.803678,1.2193405129482601e+22,110229832518.96152,-0.000404,[-0.098 ~ 0.097],-11479670315.379436,GAP size165 r regression
3721,Ridge,Affinity Data Value,all,292806.2358660485,1081751060395.9741,70220.49606178215,0.222527,[0.128 ~ 0.313],-0.018431,GAP size165 r regression
3722,Lasso,Affinity Data Value,all,285375.3712635514,1083128418264.2162,49284.922419712726,0.25841,[0.165 ~ 0.347],-0.019728,GAP size165 r regression
3723,ElasticNet,Affinity Data Value,all,283966.49931376794,1093833538431.1805,27337.787992082096,0.285747,[0.194 ~ 0.373],-0.029807,GAP size165 r regression
3724,SVR,Affinity Data Value,all,263925.96280565846,1131666614282.6917,51.13629004440066,0.289309,[0.197 ~ 0.376],-0.065425,GAP size165 r regression
3725,DecisionTree,Affinity Data Value,all,278564.25608807016,1089844681855.2882,151854.80058072394,0.122762,[0.025 ~ 0.218],-0.026051,GAP size165 r regression
3726,RandomForest,Affinity Data Value,all,271390.64802220353,1027527281315.1818,102207.71255637135,0.406295,[0.321 ~ 0.485],0.032619,GAP size165 r regression
3727,XGBoost,Affinity Data Value,all,303025.5027135395,1073026046834.757,161337.546875,0.15921,[0.063 ~ 0.253],-0.010217,GAP size165 r regression
3728,linearRegression,Affinity Data Value,all,280625005.20797855,2.236905895024266e+19,4721265156.768671,-0.000416,[-0.098 ~ 0.097],-21059696.378179,final size165 mutual info regression
3729,Ridge,Affinity Data Value,all,291308.48099778674,1079764267953.1289,66271.09092037531,0.233673,[0.139 ~ 0.324],-0.016561,final size165 mutual info regression
3730,Lasso,Affinity Data Value,all,285953.5855119449,1079369249693.8744,54771.1806945515,0.264333,[0.171 ~ 0.353],-0.016189,final size165 mutual info regression
3731,ElasticNet,Affinity Data Value,all,283626.4873360358,1096415319139.7357,26345.535535730338,0.262879,[0.17 ~ 0.351],-0.032237,final size165 mutual info regression
3732,SVR,Affinity Data Value,all,263934.0945769497,1131680835301.5618,36.872782728475215,0.26708,[0.174 ~ 0.355],-0.065438,final size165 mutual info regression
3733,DecisionTree,Affinity Data Value,all,272859.705491579,1074449681650.1443,168828.10896250242,0.185907,[0.09 ~ 0.278],-0.011557,final size165 mutual info regression
3734,RandomForest,Affinity Data Value,all,274796.41298299294,1019488365035.0245,100741.29550574752,0.447887,[0.366 ~ 0.523],0.040187,final size165 mutual info regression
3735,XGBoost,Affinity Data Value,all,279420.32223189063,1002064862869.0005,126303.6953125,0.458445,[0.378 ~ 0.532],0.05659,final size165 mutual info regression
3736,linearRegression,Affinity Data Value,all,114101153.50512637,3.6788601152331766e+18,1914642379.1526098,-0.000439,[-0.098 ~ 0.097],-3463518.895754,GAP size165 mutual info regression
3737,Ridge,Affinity Data Value,all,291301.6568413066,1077671112805.0074,65845.02866859423,0.243273,[0.149 ~ 0.333],-0.01459,GAP size165 mutual info regression
3738,Lasso,Affinity Data Value,all,286098.4111000666,1079308168436.6355,53878.00545876976,0.268822,[0.176 ~ 0.357],-0.016131,GAP size165 mutual info regression
3739,ElasticNet,Affinity Data Value,all,283929.77701110597,1094045394247.0017,26940.090470498817,0.286054,[0.194 ~ 0.373],-0.030006,GAP size165 mutual info regression
3740,SVR,Affinity Data Value,all,263929.81867634685,1131672345236.327,44.88551927043761,0.295525,[0.204 ~ 0.382],-0.06543,GAP size165 mutual info regression
3741,DecisionTree,Affinity Data Value,all,294215.4113512281,1104175241988.4016,204018.61925694905,0.087604,[-0.01 ~ 0.184],-0.039543,GAP size165 mutual info regression
3742,RandomForest,Affinity Data Value,all,274170.5993320737,1027711905517.0906,104824.78271523121,0.38838,[0.302 ~ 0.468],0.032445,GAP size165 mutual info regression
3743,XGBoost,Affinity Data Value,all,282215.6162259135,1055929726685.6005,127269.9765625,0.264444,[0.171 ~ 0.353],0.005879,GAP size165 mutual info regression
3744,linearRegression,Affinity Data Value,all,6932941320.188983,1.3696984827273788e+22,116828592755.79874,-0.000404,[-0.098 ~ 0.097],-12895238734.680918,final size170 f regression
3745,Ridge,Affinity Data Value,all,292233.60031627247,1080999565154.3389,67384.82192360604,0.225309,[0.131 ~ 0.316],-0.017724,final size170 f regression
3746,Lasso,Affinity Data Value,all,285563.92623530055,1079743852491.2279,54186.64083564282,0.265833,[0.173 ~ 0.354],-0.016542,final size170 f regression
3747,ElasticNet,Affinity Data Value,all,283148.5169926109,1095342971754.1327,27145.408049852052,0.276064,[0.183 ~ 0.364],-0.031228,final size170 f regression
3748,SVR,Affinity Data Value,all,263931.47644000483,1131677166402.2495,42.151776686133736,0.279148,[0.187 ~ 0.367],-0.065435,final size170 f regression
3749,DecisionTree,Affinity Data Value,all,280924.7410003509,1105273805919.729,173314.65407241354,0.097737,[0.0 ~ 0.194],-0.040577,final size170 f regression
3750,RandomForest,Affinity Data Value,all,278912.09173212625,1027727601704.5963,118083.23658302601,0.359178,[0.271 ~ 0.441],0.03243,final size170 f regression
3751,XGBoost,Affinity Data Value,all,297913.3355296433,1035012116263.6498,149002.734375,0.281091,[0.189 ~ 0.369],0.025572,final size170 f regression
3752,linearRegression,Affinity Data Value,all,6586918003.242084,1.2363674307976722e+22,110996791119.54501,-0.000404,[-0.098 ~ 0.097],-11639972873.475134,GAP size170 f regression
3753,Ridge,Affinity Data Value,all,292619.7494028307,1080613844798.3065,69742.09616336308,0.233744,[0.139 ~ 0.324],-0.017361,GAP size170 f regression
3754,Lasso,Affinity Data Value,all,286914.17134768056,1077823506171.166,57375.64546584964,0.267178,[0.174 ~ 0.356],-0.014734,GAP size170 f regression
3755,ElasticNet,Affinity Data Value,all,283620.37284048484,1093194188027.2101,27738.382119641494,0.29533,[0.204 ~ 0.382],-0.029205,GAP size170 f regression
3756,SVR,Affinity Data Value,all,263927.29994230875,1131669328677.3728,49.22519783136202,0.298258,[0.207 ~ 0.385],-0.065428,GAP size170 f regression
3757,DecisionTree,Affinity Data Value,all,304846.3444178948,1128418554184.6243,210168.17185902264,0.032251,[-0.066 ~ 0.129],-0.062367,GAP size170 f regression
3758,RandomForest,Affinity Data Value,all,269470.2231424597,1034733101371.3105,98059.28245063749,0.389614,[0.304 ~ 0.469],0.025834,GAP size170 f regression
3759,XGBoost,Affinity Data Value,all,299515.1998128624,1061957118750.9237,154380.875,0.198138,[0.102 ~ 0.29],0.000204,GAP size170 f regression
3760,linearRegression,Affinity Data Value,all,5493169981.784373,8.598435240551998e+21,92564901873.62805,-0.000404,[-0.098 ~ 0.097],-8095130173.885288,final size170 r regression
3761,Ridge,Affinity Data Value,all,292233.60031628184,1080999565154.2877,67384.8219236384,0.225309,[0.131 ~ 0.316],-0.017724,final size170 r regression
3762,Lasso,Affinity Data Value,all,285563.9262353005,1079743852491.228,54186.64083564274,0.265833,[0.173 ~ 0.354],-0.016542,final size170 r regression
3763,ElasticNet,Affinity Data Value,all,283148.51699261094,1095342971754.1324,27145.408049852234,0.276064,[0.183 ~ 0.364],-0.031228,final size170 r regression
3764,SVR,Affinity Data Value,all,263931.4764400049,1131677166402.2495,42.1517766861337,0.279148,[0.187 ~ 0.367],-0.065435,final size170 r regression
3765,DecisionTree,Affinity Data Value,all,269501.05878982454,1069774276303.9904,111568.57942389604,0.256271,[0.163 ~ 0.345],-0.007156,final size170 r regression
3766,RandomForest,Affinity Data Value,all,277538.9833192772,1027791936293.8901,117731.98474736272,0.362386,[0.274 ~ 0.444],0.032369,final size170 r regression
3767,XGBoost,Affinity Data Value,all,297913.3355296433,1035012116263.6498,149002.71875,0.281091,[0.189 ~ 0.369],0.025572,final size170 r regression
3768,linearRegression,Affinity Data Value,all,5632769844.53062,9.04101055056554e+21,94917243768.17598,-0.000404,[-0.098 ~ 0.097],-8511799561.572603,GAP size170 r regression
3769,Ridge,Affinity Data Value,all,291667.92791620526,1081070394449.6316,68529.07684890482,0.227986,[0.133 ~ 0.319],-0.01779,GAP size170 r regression
3770,Lasso,Affinity Data Value,all,286394.24433366116,1079050266195.6318,55753.984199820254,0.264064,[0.171 ~ 0.353],-0.015889,GAP size170 r regression
3771,ElasticNet,Affinity Data Value,all,283536.24183558737,1093552995403.6917,27557.93335411624,0.291764,[0.2 ~ 0.379],-0.029542,GAP size170 r regression
3772,SVR,Affinity Data Value,all,263926.9277970917,1131668660224.7532,50.231819566668136,0.297354,[0.206 ~ 0.384],-0.065427,GAP size170 r regression
3773,DecisionTree,Affinity Data Value,all,285712.5938073684,1094426468540.7904,173285.08583652298,0.105606,[0.008 ~ 0.201],-0.030365,GAP size170 r regression
3774,RandomForest,Affinity Data Value,all,269776.88380449824,1024900496785.777,98111.59943186873,0.435789,[0.353 ~ 0.512],0.035092,GAP size170 r regression
3775,XGBoost,Affinity Data Value,all,297256.19961233006,1058415007563.1456,167555.109375,0.200066,[0.104 ~ 0.292],0.003539,GAP size170 r regression
3776,linearRegression,Affinity Data Value,all,3856708922.036621,4.23816330357761e+21,64986841907.51543,-0.000404,[-0.098 ~ 0.097],-3990084553.347369,final size170 mutual info regression
3777,Ridge,Affinity Data Value,all,292208.1004037063,1080730172472.9656,66456.74172211254,0.225231,[0.13 ~ 0.316],-0.01747,final size170 mutual info regression
3778,Lasso,Affinity Data Value,all,286367.6360807812,1078614278561.5028,56093.901861937156,0.264311,[0.171 ~ 0.353],-0.015478,final size170 mutual info regression
3779,ElasticNet,Affinity Data Value,all,283594.4258711238,1096241098636.038,26519.880562359078,0.264615,[0.171 ~ 0.353],-0.032073,final size170 mutual info regression
3780,SVR,Affinity Data Value,all,263934.04804567504,1131680740403.7876,36.456049804649375,0.268351,[0.175 ~ 0.357],-0.065438,final size170 mutual info regression
3781,DecisionTree,Affinity Data Value,all,299227.25489508774,1235217637635.4395,440270.6575531627,0.063084,[-0.035 ~ 0.16],-0.162915,final size170 mutual info regression
3782,RandomForest,Affinity Data Value,all,278791.379903193,1032982505177.1938,117836.98524001069,0.336086,[0.247 ~ 0.42],0.027483,final size170 mutual info regression
3783,XGBoost,Affinity Data Value,all,279568.9475216447,1017781417266.1881,121326.2578125,0.411414,[0.327 ~ 0.489],0.041794,final size170 mutual info regression
3784,linearRegression,Affinity Data Value,all,20105003368.853703,1.1519505404627504e+23,338807977437.3317,-0.000403,[-0.098 ~ 0.097],-108452169715.83295,GAP size170 mutual info regression
3785,Ridge,Affinity Data Value,all,291351.5380754636,1078520447289.9454,67993.24775966025,0.240949,[0.147 ~ 0.331],-0.01539,GAP size170 mutual info regression
3786,Lasso,Affinity Data Value,all,286475.09676421946,1078236451520.6041,55255.93869216272,0.272065,[0.179 ~ 0.36],-0.015122,GAP size170 mutual info regression
3787,ElasticNet,Affinity Data Value,all,283710.5735401204,1093855783755.7506,27199.2488482255,0.289244,[0.197 ~ 0.376],-0.029827,GAP size170 mutual info regression
3788,SVR,Affinity Data Value,all,263930.21291880385,1131671574823.119,43.637764507475175,0.304036,[0.213 ~ 0.39],-0.06543,GAP size170 mutual info regression
3789,DecisionTree,Affinity Data Value,all,295046.10898280697,1109241381431.9321,208327.18337219936,0.07737,[-0.02 ~ 0.174],-0.044312,GAP size170 mutual info regression
3790,RandomForest,Affinity Data Value,all,271315.5172883368,1037923058761.4673,93072.70275160948,0.390811,[0.305 ~ 0.47],0.022831,GAP size170 mutual info regression
3791,XGBoost,Affinity Data Value,all,280565.7307009861,1052266993772.5737,122200.15625,0.270364,[0.177 ~ 0.359],0.009327,GAP size170 mutual info regression
3792,linearRegression,Affinity Data Value,all,1176761129.329328,3.943532887787984e+20,19823437381.20826,-0.000406,[-0.098 ~ 0.097],-371270017.119432,GAP size175 f regression
3793,Ridge,Affinity Data Value,all,292469.6761194259,1080660064659.5366,69714.58029564102,0.229888,[0.135 ~ 0.32],-0.017404,GAP size175 f regression
3794,Lasso,Affinity Data Value,all,286550.9504703872,1078542938004.3574,55963.17250633727,0.267165,[0.174 ~ 0.356],-0.015411,GAP size175 f regression
3795,ElasticNet,Affinity Data Value,all,283553.4445296173,1093231999263.0303,27800.5033599089,0.294534,[0.203 ~ 0.381],-0.02924,GAP size175 f regression
3796,SVR,Affinity Data Value,all,263928.1273166466,1131670343407.7468,48.076858230151096,0.298409,[0.207 ~ 0.385],-0.065429,GAP size175 f regression
3797,DecisionTree,Affinity Data Value,all,287653.2828652631,1069260032241.3541,180804.84469110955,0.176284,[0.08 ~ 0.269],-0.006671,GAP size175 f regression
3798,RandomForest,Affinity Data Value,all,269606.85499586666,1025152992935.7473,99392.93676694726,0.431735,[0.349 ~ 0.508],0.034854,GAP size175 f regression
3799,XGBoost,Affinity Data Value,all,299270.918510781,1053340191234.6748,176889.5625,0.204239,[0.109 ~ 0.296],0.008317,GAP size175 f regression
3800,linearRegression,Affinity Data Value,all,6028629787.343802,1.0356584861469399e+22,101588588183.01814,-0.000404,[-0.098 ~ 0.097],-9750367394.388899,GAP size175 r regression
3801,Ridge,Affinity Data Value,all,292469.6761194454,1080660064659.4794,69714.58029571739,0.229888,[0.135 ~ 0.32],-0.017404,GAP size175 r regression
3802,Lasso,Affinity Data Value,all,286705.1123819265,1078168373087.3993,56689.439696061505,0.267211,[0.174 ~ 0.356],-0.015058,GAP size175 r regression
3803,ElasticNet,Affinity Data Value,all,283553.4445296173,1093231999263.0305,27800.503359908707,0.294534,[0.203 ~ 0.381],-0.02924,GAP size175 r regression
3804,SVR,Affinity Data Value,all,263928.127295679,1131670343382.3245,48.076888207525535,0.298409,[0.207 ~ 0.385],-0.065429,GAP size175 r regression
3805,DecisionTree,Affinity Data Value,all,292736.6196424562,1103808289471.4653,195861.56015967065,0.081254,[-0.017 ~ 0.177],-0.039197,GAP size175 r regression
3806,RandomForest,Affinity Data Value,all,270538.70944821753,1034859855490.1123,95117.24281882419,0.396267,[0.311 ~ 0.476],0.025715,GAP size175 r regression
