,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Spearman correlation coefficient,add. information,Classes,Set,Set size
329,DecisionTree,pKd pKi pIC50,ki,1.3244444444444445,3.050622222222222,1.1166362627148898,0.375298,[-0.27 ~ 0.788],-0.07278,0.209207,slim,3,val,9
330,RandomForest,delta G,ki,18342.709142553587,389256296.39959365,7363.495807030095,-0.75252,[-0.929 ~ -0.298],-456.256024,-0.666667,slim,3,val,9
331,RandomForest,Affinity Data Value,ki,543542.6270593334,1590410614711.5522,110515.81864795572,0.402084,[-0.241 ~ 0.8],-0.040526,0.416667,slim,3,val,9
332,RandomForest,pKd pKi pIC50,ki,0.6882444444444443,0.930753902222221,1.2945294318309424,0.828981,[0.473 ~ 0.952],0.672692,0.75,slim,3,val,9
333,XGBoost,delta G,ki,19179.390439181854,437553630.08484876,9724.90234375,-0.802616,[-0.944 ~ -0.409],-512.990486,-0.733333,slim,3,val,9
334,XGBoost,Affinity Data Value,ki,533718.0375434028,1603566097816.109,83686.6875,0.547297,[-0.057 ~ 0.858],-0.049133,0.55,slim,3,val,9
335,XGBoost,pKd pKi pIC50,ki,1.0007005426618787,1.555552183310499,1.5260158777236938,0.748462,[0.289 ~ 0.928],0.452976,0.516667,slim,3,val,9
336,linearRegression,delta G,kd,14214.208919942463,234655719.18317327,5094.477626072748,-0.617709,[-0.884 ~ -0.05],-274.648055,-0.416667,slim,3,val,9
337,linearRegression,Affinity Data Value,kd,526092.9254065627,1697034413827.1396,44273.569481542734,0.459818,[-0.173 ~ 0.824],-0.110284,0.7,slim,3,val,9
338,linearRegression,pKd pKi pIC50,kd,1.1112742847882078,1.935831614119168,0.9741407246657421,0.719425,[0.231 ~ 0.918],0.319247,0.383333,slim,3,val,9
339,Ridge,delta G,kd,14209.483145426602,234500187.14221603,5090.606719891684,-0.620118,[-0.885 ~ -0.054],-274.465353,-0.416667,slim,3,val,9
340,Ridge,Affinity Data Value,kd,526116.8207215292,1697289702360.7095,43942.589012194796,0.460905,[-0.171 ~ 0.824],-0.110451,0.7,slim,3,val,9
341,Ridge,pKd pKi pIC50,kd,1.1094392334398526,1.9293097462589546,0.9736408709725576,0.721951,[0.236 ~ 0.919],0.32154,0.383333,slim,3,val,9
342,Lasso,delta G,kd,14247.232867065155,235308414.5804454,5063.479772926834,-0.624451,[-0.886 ~ -0.061],-275.414771,-0.416667,slim,3,val,9
343,Lasso,Affinity Data Value,kd,526992.2355315248,1697704714785.644,39620.915263783136,0.46552,[-0.166 ~ 0.826],-0.110723,0.7,slim,3,val,9
344,Lasso,pKd pKi pIC50,kd,1.1017883077127348,1.899851744000055,0.970789726382011,0.728557,[0.249 ~ 0.921],0.3319,0.466667,slim,3,val,9
345,ElasticNet,delta G,kd,13294.561427438572,201810004.2288141,4237.246557536414,-0.800497,[-0.944 ~ -0.404],-236.064476,-0.833333,slim,3,val,9
346,ElasticNet,Affinity Data Value,kd,534370.8236330514,1742835189858.7947,19765.853217135395,0.347938,[-0.299 ~ 0.776],-0.14025,0.766667,slim,3,val,9
347,ElasticNet,pKd pKi pIC50,kd,1.1069727277357988,1.9199951526918437,0.9727670232689131,0.724472,[0.241 ~ 0.92],0.324816,0.466667,slim,3,val,9
348,SVR,delta G,kd,10759.622940152885,116845399.56961304,129.44951454422653,-0.870205,[-0.964 ~ -0.58],-136.257286,-0.8,slim,3,val,9
349,SVR,Affinity Data Value,kd,541531.1647008035,1821561188404.14,109.95602554695584,0.44704,[-0.188 ~ 0.819],-0.191756,0.783333,slim,3,val,9
350,SVR,pKd pKi pIC50,kd,0.6422415229219864,0.7382498692114265,1.404920198942172,0.875121,[0.593 ~ 0.966],0.740388,0.7,slim,3,val,9
351,DecisionTree,delta G,kd,17093.205139835587,384514059.5708062,10925.704164784673,-0.228809,[-0.718 ~ 0.412],-450.685359,-0.368204,slim,3,val,9
352,DecisionTree,Affinity Data Value,kd,582521.1444444444,1643899941566.6768,185149.24583246314,0.229442,[-0.412 ~ 0.719],-0.075521,0.316667,slim,3,val,9
353,DecisionTree,pKd pKi pIC50,kd,1.2755555555555558,2.9548222222222225,1.0923979738782625,0.396574,[-0.247 ~ 0.797],-0.039091,0.283333,slim,3,val,9
354,RandomForest,delta G,kd,18191.50212676728,384743744.5530248,7569.781638468731,-0.758972,[-0.931 ~ -0.312],-450.955168,-0.683333,slim,3,val,9
355,RandomForest,Affinity Data Value,kd,547289.0023008888,1539729800513.7778,104475.39271925368,0.584216,[-0.003 ~ 0.872],-0.007368,0.266667,slim,3,val,9
356,RandomForest,pKd pKi pIC50,kd,0.6888333333333337,0.9739663633333322,1.2542831321338705,0.824743,[0.462 ~ 0.951],0.657496,0.65,slim,3,val,9
357,XGBoost,delta G,kd,19179.390439181858,437553630.0848487,9724.90234375,-0.802616,[-0.944 ~ -0.409],-512.990486,-0.733333,slim,3,val,9
358,XGBoost,Affinity Data Value,kd,533718.0375434028,1603566097816.109,83686.6875,0.547297,[-0.057 ~ 0.858],-0.049133,0.55,slim,3,val,9
359,XGBoost,pKd pKi pIC50,kd,1.000700542661879,1.555552183310499,1.5260158777236938,0.748462,[0.289 ~ 0.928],0.452976,0.516667,slim,3,val,9
360,linearRegression,delta G,all,283704796.2133925,2.8281482687603302e+19,5310460393.707502,-0.075179,[-0.161 ~ 0.012],-250116549257.32202,0.38638,GAP,4,test,357
361,linearRegression,Affinity Data Value,all,125956692.5773994,5.50539021646293e+18,2342976680.678186,-0.008183,[-0.095 ~ 0.079],-59351639.713297,0.332328,GAP,4,test,357
362,linearRegression,pKd pKi pIC50,all,47579.591508496094,795855821039.7913,890837.7259222305,-0.075096,[-0.161 ~ 0.012],-180204034847.8058,0.512555,GAP,4,test,357
363,Ridge,delta G,all,17670.626345369208,22588963521.638237,150793.88115523444,0.102682,[0.016 ~ 0.188],-198.772893,0.42688,GAP,4,test,357
364,Ridge,Affinity Data Value,all,105826.91406402945,228546112791.02457,373489.2307333789,0.016941,[-0.07 ~ 0.104],-1.463874,0.322507,GAP,4,test,357
365,Ridge,pKd pKi pIC50,all,3.5791614906734166,1151.577546823684,34.02891455870465,0.10768,[0.021 ~ 0.193],-259.749391,0.575937,GAP,4,test,357
366,Lasso,delta G,all,9047.62239105353,492072845.6281738,21705.602516759875,0.200214,[0.115 ~ 0.282],-3.351807,0.436896,GAP,4,test,357
367,Lasso,Affinity Data Value,all,76074.39016649015,91543829464.12709,35966.117991723026,0.114959,[0.028 ~ 0.2],0.013099,0.241121,GAP,4,test,357
368,Lasso,pKd pKi pIC50,all,2.627359690069438,383.8771866643734,19.692621140366008,0.122019,[0.035 ~ 0.207],-85.92054,0.580604,GAP,4,test,357
369,ElasticNet,delta G,all,14042.923642645075,9516250154.250433,97856.75855419265,0.102261,[0.015 ~ 0.188],-83.160073,0.376704,GAP,4,test,357
370,ElasticNet,Affinity Data Value,all,104370.60210265845,309106767991.2131,469613.9425050466,0.017534,[-0.07 ~ 0.105],-2.332369,0.307718,GAP,4,test,357
371,ElasticNet,pKd pKi pIC50,all,2.680665036246892,428.53800894298985,20.794387648495455,0.118955,[0.032 ~ 0.204],-96.033001,0.58387,GAP,4,test,357
372,SVR,delta G,all,8575.207570405402,112638914.51230799,81.09042232723428,0.339103,[0.26 ~ 0.414],0.003841,0.398843,GAP,4,test,357
373,SVR,Affinity Data Value,all,46337.5297878094,94879345430.72314,74.86768924192866,0.145466,[0.059 ~ 0.23],-0.02286,0.400934,GAP,4,test,357
374,SVR,pKd pKi pIC50,all,1.361889291808582,3.120491284952975,1.3189750252321724,0.560448,[0.498 ~ 0.617],0.293433,0.59605,GAP,4,test,357
375,DecisionTree,delta G,all,9569.974578899393,158001556.6003077,10781.954662084121,0.3142,[0.233 ~ 0.391],-0.397338,0.338053,GAP,4,test,357
376,DecisionTree,Affinity Data Value,all,89282.48596585433,124607982193.73192,188463.7560527496,0.034166,[-0.053 ~ 0.121],-0.343354,0.257447,GAP,4,test,357
377,DecisionTree,pKd pKi pIC50,all,1.7500280112044817,5.231175910364146,1.9674728857834625,0.374696,[0.297 ~ 0.447],-0.184485,0.401467,GAP,4,test,357
378,RandomForest,delta G,all,7341.81052615137,96074356.12953776,5876.546394845431,0.412863,[0.338 ~ 0.483],0.150335,0.449766,GAP,4,test,357
379,RandomForest,Affinity Data Value,all,103050.67710388797,95574466838.18398,133876.47404261935,0.20418,[0.119 ~ 0.286],-0.030354,0.157411,GAP,4,test,357
380,RandomForest,pKd pKi pIC50,all,1.2460120448179273,2.80389642764706,1.261119427000354,0.6068,[0.549 ~ 0.659],0.365119,0.642057,GAP,4,test,357
381,XGBoost,delta G,all,8104.106231062704,118257921.10300373,6791.39453125,0.288491,[0.206 ~ 0.366],-0.045853,0.332721,GAP,4,test,357
382,XGBoost,Affinity Data Value,all,151196.66304593935,168222902637.40683,290675.96875,0.080849,[-0.006 ~ 0.167],-0.813551,0.183986,GAP,4,test,357
383,XGBoost,pKd pKi pIC50,all,1.348058674836359,3.390825686279918,1.389731526374817,0.50677,[0.439 ~ 0.569],0.232222,0.557324,GAP,4,test,357
384,linearRegression,delta G,ki,282740971.1901151,2.808437765072129e+19,5291921251.760811,-0.075183,[-0.161 ~ 0.012],-248373386347.12662,0.386444,GAP,4,test,357
385,linearRegression,Affinity Data Value,ki,139194980.6799067,6.733674425859946e+18,2591199576.0116277,-0.008178,[-0.095 ~ 0.079],-72593331.986435,0.337061,GAP,4,test,357
386,linearRegression,pKd pKi pIC50,ki,46824.24727215814,770921411909.0793,876771.7822078308,-0.075091,[-0.161 ~ 0.012],-174558186676.3937,0.517504,GAP,4,test,357
387,Ridge,delta G,ki,17670.626345450655,22588963522.001583,150793.881156443,0.102682,[0.016 ~ 0.188],-198.772893,0.42688,GAP,4,test,357
388,Ridge,Affinity Data Value,ki,105826.91406327538,228546112782.3174,373489.23072185135,0.016941,[-0.07 ~ 0.104],-1.463874,0.322507,GAP,4,test,357
389,Ridge,pKd pKi pIC50,ki,3.579161490654168,1151.577546804062,34.02891455841594,0.10768,[0.021 ~ 0.193],-259.749391,0.575937,GAP,4,test,357
390,Lasso,delta G,ki,9047.622391053734,492072845.6282778,21705.602516762392,0.200214,[0.115 ~ 0.282],-3.351807,0.436896,GAP,4,test,357
391,Lasso,Affinity Data Value,ki,76141.8884959276,90695345536.47224,44252.42948523208,0.149208,[0.063 ~ 0.233],0.022246,0.326981,GAP,4,test,357
392,Lasso,pKd pKi pIC50,ki,2.6273596900695044,383.87718666441447,19.692621140367052,0.122019,[0.035 ~ 0.207],-85.92054,0.580604,GAP,4,test,357
393,ElasticNet,delta G,ki,14042.923642645044,9516250154.25035,97856.7585541922,0.102261,[0.015 ~ 0.188],-83.160073,0.376704,GAP,4,test,357
394,ElasticNet,Affinity Data Value,ki,104370.60210265749,309106767991.19934,469613.94250503194,0.017534,[-0.07 ~ 0.105],-2.332369,0.307718,GAP,4,test,357
395,ElasticNet,pKd pKi pIC50,ki,2.7124362673758995,448.5274183666841,21.27228578864673,0.118332,[0.031 ~ 0.203],-100.559162,0.584094,GAP,4,test,357
396,SVR,delta G,ki,8575.207570405402,112638914.51230794,81.09042232723425,0.339103,[0.26 ~ 0.414],0.003841,0.398843,GAP,4,test,357
397,SVR,Affinity Data Value,ki,46337.529787809406,94879345430.72314,74.86768924192864,0.145466,[0.059 ~ 0.23],-0.02286,0.400934,GAP,4,test,357
398,SVR,pKd pKi pIC50,ki,1.3618892918085765,3.1204912849529576,1.3189750252321768,0.560448,[0.498 ~ 0.617],0.293433,0.59605,GAP,4,test,357
399,DecisionTree,delta G,ki,8898.689600345038,138125254.0835098,10202.704656392822,0.368999,[0.291 ~ 0.442],-0.221556,0.386406,GAP,4,test,357
400,DecisionTree,Affinity Data Value,ki,94258.79041851542,146454343707.71167,239715.25419037556,0.029367,[-0.058 ~ 0.116],-0.578872,0.285874,GAP,4,test,357
401,DecisionTree,pKd pKi pIC50,ki,1.7668347338935575,5.244241456582633,1.952725356937296,0.367312,[0.289 ~ 0.44],-0.187443,0.385425,GAP,4,test,357
402,RandomForest,delta G,ki,7436.776684293985,98312849.4799373,6046.207112327328,0.399829,[0.324 ~ 0.471],0.130538,0.435353,GAP,4,test,357
403,RandomForest,Affinity Data Value,ki,99820.87445263559,97394799996.12207,128445.55298819511,0.166347,[0.08 ~ 0.25],-0.049978,0.153264,GAP,4,test,357
404,RandomForest,pKd pKi pIC50,ki,1.2701425770308126,2.869872594033614,1.232031281350165,0.594118,[0.535 ~ 0.648],0.350181,0.633297,GAP,4,test,357
405,XGBoost,delta G,ki,8104.106231062704,118257921.10300373,6791.39404296875,0.288491,[0.206 ~ 0.366],-0.045853,0.332721,GAP,4,test,357
406,XGBoost,Affinity Data Value,ki,151196.66304593935,168222902637.40683,290675.96875,0.080849,[-0.006 ~ 0.167],-0.813551,0.183986,GAP,4,test,357
407,XGBoost,pKd pKi pIC50,ki,1.3480586748363592,3.390825686279918,1.389731526374817,0.50677,[0.439 ~ 0.569],0.232222,0.557324,GAP,4,test,357
408,linearRegression,delta G,kd,283549398.0665338,2.8252487519604675e+19,5307737991.798163,-0.075177,[-0.161 ~ 0.012],-249860120998.4118,0.38563,GAP,4,test,357
409,linearRegression,Affinity Data Value,kd,143535166.17520908,7.16213751646148e+18,2672368214.614412,-0.008177,[-0.095 ~ 0.079],-77212439.154579,0.331025,GAP,4,test,357
410,linearRegression,pKd pKi pIC50,kd,47776.78171877813,802403099199.0791,894494.4557376766,-0.075098,[-0.161 ~ 0.012],-181686521889.28983,0.516462,GAP,4,test,357
411,Ridge,delta G,kd,17670.626345449455,22588963522.030365,150793.88115653678,0.102682,[0.016 ~ 0.188],-198.772893,0.42688,GAP,4,test,357
412,Ridge,Affinity Data Value,kd,105826.91406512419,228546112801.6467,373489.2307474879,0.016941,[-0.07 ~ 0.104],-1.463874,0.322507,GAP,4,test,357
413,Ridge,pKd pKi pIC50,kd,3.5791614906678633,1151.5775468179966,34.02891455862105,0.10768,[0.021 ~ 0.193],-259.749391,0.575937,GAP,4,test,357
414,Lasso,delta G,kd,9047.622391053575,492072845.6281951,21705.60251676039,0.200214,[0.115 ~ 0.282],-3.351807,0.436896,GAP,4,test,357
415,Lasso,Affinity Data Value,kd,75994.95564184462,90743128323.37338,43755.288203717115,0.147482,[0.061 ~ 0.232],0.021731,0.323992,GAP,4,test,357
416,Lasso,pKd pKi pIC50,kd,2.566197576254363,348.6130040582557,18.7702628032246,0.123658,[0.037 ~ 0.209],-77.935742,0.581346,GAP,4,test,357
417,ElasticNet,delta G,kd,14042.923642645192,9516250154.25079,97856.75855419447,0.102261,[0.015 ~ 0.188],-83.160073,0.376704,GAP,4,test,357
418,ElasticNet,Affinity Data Value,kd,104370.60210265478,309106767991.16,469613.94250498986,0.017534,[-0.07 ~ 0.105],-2.332369,0.307718,GAP,4,test,357
419,ElasticNet,pKd pKi pIC50,kd,2.7124362673758164,448.5274183666333,21.27228578864553,0.118332,[0.031 ~ 0.203],-100.559162,0.584094,GAP,4,test,357
420,SVR,delta G,kd,8575.207570405402,112638914.51230799,81.09042232723425,0.339103,[0.26 ~ 0.414],0.003841,0.398843,GAP,4,test,357
421,SVR,Affinity Data Value,kd,46337.5297878094,94879345430.72313,74.86768924192882,0.145466,[0.059 ~ 0.23],-0.02286,0.400934,GAP,4,test,357
422,SVR,pKd pKi pIC50,kd,1.3618892918085814,3.120491284952986,1.3189750252321784,0.560448,[0.498 ~ 0.617],0.293433,0.59605,GAP,4,test,357
423,DecisionTree,delta G,kd,8979.709753530084,141629964.24710312,10327.215228391367,0.363551,[0.285 ~ 0.437],-0.252551,0.391877,GAP,4,test,357
424,DecisionTree,Affinity Data Value,kd,96175.15869302522,140673246196.1753,224203.95197694696,0.020517,[-0.067 ~ 0.108],-0.516548,0.277007,GAP,4,test,357
425,DecisionTree,pKd pKi pIC50,kd,1.7014565826330534,4.739865546218487,1.9810397560011064,0.436572,[0.363 ~ 0.505],-0.073238,0.449789,GAP,4,test,357
426,RandomForest,delta G,kd,7412.448910850828,95918281.33062255,5736.48837789323,0.410965,[0.336 ~ 0.481],0.151715,0.443087,GAP,4,test,357
427,RandomForest,Affinity Data Value,kd,105906.2048011437,99458485342.94577,148262.70471877427,0.188105,[0.103 ~ 0.271],-0.072226,0.175008,GAP,4,test,357
428,RandomForest,pKd pKi pIC50,kd,1.2613229691876753,2.829113240252101,1.2408237573541263,0.60121,[0.542 ~ 0.654],0.35941,0.637908,GAP,4,test,357
429,XGBoost,delta G,kd,8104.106231062704,118257921.10300376,6791.39404296875,0.288491,[0.206 ~ 0.366],-0.045853,0.332721,GAP,4,test,357
430,XGBoost,Affinity Data Value,kd,151196.66304593935,168222902637.40686,290675.96875,0.080849,[-0.006 ~ 0.167],-0.813551,0.183986,GAP,4,test,357
431,XGBoost,pKd pKi pIC50,kd,1.3480586748363592,3.390825686279919,1.3897316455841064,0.50677,[0.439 ~ 0.569],0.232222,0.557324,GAP,4,test,357
432,linearRegression,delta G,all,22226.7772896997,24125979108.534084,155003.25283860855,0.049468,[-0.064 ~ 0.162],-304.213534,0.340199,GAP,5,test,211
433,linearRegression,Affinity Data Value,all,349244.27822067606,4476956468605.617,2112659.894102023,0.008103,[-0.106 ~ 0.122],-277.16367,0.366934,GAP,5,test,211
434,linearRegression,pKd pKi pIC50,all,3.66500418520069,448.7134406101306,20.863417913358155,-0.065391,[-0.178 ~ 0.049],-121.251079,0.505799,GAP,5,test,211
435,Ridge,delta G,all,7925.775867830654,124956917.16304867,9852.58971395131,0.302471,[0.196 ~ 0.402],-0.580808,0.371273,GAP,5,test,211
436,Ridge,Affinity Data Value,all,88435.99008001652,34950083931.759445,150829.11378903346,0.132142,[0.019 ~ 0.242],-1.17153,0.377166,GAP,5,test,211
437,Ridge,pKd pKi pIC50,all,1.4227771051775344,3.676075408832697,1.7337918572608961,0.453215,[0.358 ~ 0.539],-0.001539,0.556716,GAP,5,test,211
438,Lasso,delta G,all,7317.420118337017,97365400.56067896,8144.068983404222,0.333209,[0.228 ~ 0.43],-0.231753,0.388144,GAP,5,test,211
439,Lasso,Affinity Data Value,all,65344.67142237461,16188736304.398212,33300.91576768378,0.135798,[0.023 ~ 0.246],-0.005844,0.235503,GAP,5,test,211
440,Lasso,pKd pKi pIC50,all,1.3592031497227355,3.1250618949582605,1.51380670989865,0.498175,[0.408 ~ 0.579],0.148583,0.576101,GAP,5,test,211
441,ElasticNet,delta G,all,7118.674784739596,91814407.37873359,6869.242904746326,0.28844,[0.181 ~ 0.389],-0.161528,0.346387,GAP,5,test,211
442,ElasticNet,Affinity Data Value,all,65986.3101777958,17668035093.533592,55281.86109292586,0.126661,[0.013 ~ 0.237],-0.097756,0.258041,GAP,5,test,211
443,ElasticNet,pKd pKi pIC50,all,1.339130576566722,3.0049420544586334,1.4627993642272101,0.514209,[0.425 ~ 0.593],0.18131,0.573489,GAP,5,test,211
444,SVR,delta G,all,7404.6403027267825,81846213.83749816,77.14710301837044,0.208412,[0.097 ~ 0.315],-0.035422,0.233836,GAP,5,test,211
445,SVR,Affinity Data Value,all,32879.66786727388,17162342264.95603,71.11855361659416,0.089609,[-0.024 ~ 0.201],-0.066336,0.242644,GAP,5,test,211
446,SVR,pKd pKi pIC50,all,1.3063461908123308,2.6792812399361274,1.2540690334518148,0.591639,[0.513 ~ 0.661],0.270035,0.572447,GAP,5,test,211
447,DecisionTree,delta G,all,9888.445685064615,152249983.8746022,11757.466211564573,0.312135,[0.206 ~ 0.411],-0.926088,0.314487,GAP,5,test,211
448,DecisionTree,Affinity Data Value,all,71467.59966540284,39203341742.26919,153306.33624189103,0.01556,[-0.098 ~ 0.129],-1.435794,0.227676,GAP,5,test,211
449,DecisionTree,pKd pKi pIC50,all,1.6475829383886256,4.294914691943127,1.8107021923594537,0.401006,[0.301 ~ 0.492],-0.170141,0.363999,GAP,5,test,211
450,RandomForest,delta G,all,6409.222646474151,67869292.73390879,5463.485334300244,0.423686,[0.326 ~ 0.513],0.141397,0.433462,GAP,5,test,211
451,RandomForest,Affinity Data Value,all,67184.09723284312,19641934669.10433,79609.11954289525,0.163779,[0.051 ~ 0.272],-0.220399,0.271795,GAP,5,test,211
452,RandomForest,pKd pKi pIC50,all,1.1734094786729856,2.144202493364929,1.2012030267316236,0.673401,[0.606 ~ 0.731],0.415816,0.645789,GAP,5,test,211
453,XGBoost,delta G,all,7465.316311780114,90190425.74088341,7105.52978515625,0.314401,[0.208 ~ 0.413],-0.140983,0.337548,GAP,5,test,211
454,XGBoost,Affinity Data Value,all,107204.66808022185,45861427970.83862,178190.46875,0.096519,[-0.017 ~ 0.208],-1.849477,0.17624,GAP,5,test,211
455,XGBoost,pKd pKi pIC50,all,1.2659162690402206,2.5325087103338957,1.4339733123779297,0.587162,[0.507 ~ 0.657],0.310023,0.576009,GAP,5,test,211
456,linearRegression,delta G,ki,21500.597258207064,20394419374.72583,142493.54732110703,0.050151,[-0.064 ~ 0.163],-257.006226,0.338596,GAP,5,test,211
457,linearRegression,Affinity Data Value,ki,349193.3291942634,4471761867237.299,2111446.181284032,0.008266,[-0.105 ~ 0.122],-276.840917,0.368858,GAP,5,test,211
458,linearRegression,pKd pKi pIC50,ki,3.879451488425599,597.4196904902008,24.109995520040737,-0.074151,[-0.186 ~ 0.04],-161.7658,0.513174,GAP,5,test,211
459,Ridge,delta G,ki,7925.77586783151,124956917.16301753,9852.589713958645,0.302471,[0.196 ~ 0.402],-0.580808,0.371273,GAP,5,test,211
460,Ridge,Affinity Data Value,ki,88435.99008009187,34950083931.847984,150829.11378931126,0.132142,[0.019 ~ 0.242],-1.17153,0.377166,GAP,5,test,211
461,Ridge,pKd pKi pIC50,ki,1.4227771051775926,3.6760754088346688,1.733791857260113,0.453215,[0.358 ~ 0.539],-0.001539,0.556716,GAP,5,test,211
462,Lasso,delta G,ki,7317.420118337018,97365400.56067914,8144.068983404235,0.333209,[0.228 ~ 0.43],-0.231753,0.388144,GAP,5,test,211
463,Lasso,Affinity Data Value,ki,74757.8714438244,18278321712.06674,61556.679963708,0.147699,[0.035 ~ 0.257],-0.135674,0.312651,GAP,5,test,211
464,Lasso,pKd pKi pIC50,ki,1.3592031497227355,3.1250618949582574,1.5138067098986487,0.498175,[0.408 ~ 0.579],0.148583,0.576101,GAP,5,test,211
465,ElasticNet,delta G,ki,7118.674784739598,91814407.37873359,6869.242904746328,0.28844,[0.181 ~ 0.389],-0.161528,0.346387,GAP,5,test,211
466,ElasticNet,Affinity Data Value,ki,65986.31017779585,17668035093.533657,55281.8610929264,0.126661,[0.013 ~ 0.237],-0.097756,0.258041,GAP,5,test,211
467,ElasticNet,pKd pKi pIC50,ki,1.3429448141264988,3.031009450016167,1.4753158202786951,0.511049,[0.422 ~ 0.59],0.174208,0.573031,GAP,5,test,211
468,SVR,delta G,ki,7404.640302726783,81846213.83749816,77.14710301837039,0.208412,[0.097 ~ 0.315],-0.035422,0.233836,GAP,5,test,211
469,SVR,Affinity Data Value,ki,32879.66786727388,17162342264.956026,71.11855361659404,0.089609,[-0.024 ~ 0.201],-0.066336,0.242644,GAP,5,test,211
470,SVR,pKd pKi pIC50,ki,1.3063461908123224,2.6792812399361012,1.2540690334518203,0.591639,[0.513 ~ 0.661],0.270035,0.572447,GAP,5,test,211
471,DecisionTree,delta G,ki,9241.005312885261,135056378.0598609,10820.777370995935,0.317677,[0.212 ~ 0.416],-0.708575,0.322704,GAP,5,test,211
472,DecisionTree,Affinity Data Value,ki,71629.5615492891,31013559532.394596,134573.21737972452,0.104772,[-0.009 ~ 0.216],-0.926944,0.24348,GAP,5,test,211
473,DecisionTree,pKd pKi pIC50,ki,1.5678672985781994,3.7380350710900476,1.7723092808192655,0.472278,[0.379 ~ 0.556],-0.01842,0.42771,GAP,5,test,211
474,RandomForest,delta G,ki,6585.266471996924,71212522.72968249,5514.51430980759,0.391516,[0.291 ~ 0.484],0.099103,0.398449,GAP,5,test,211
475,RandomForest,Affinity Data Value,ki,67801.35846282275,20620886131.358044,82131.06057220524,0.128818,[0.015 ~ 0.239],-0.281223,0.245722,GAP,5,test,211
476,RandomForest,pKd pKi pIC50,ki,1.1739052132701422,2.1859581140284363,1.1806387777115113,0.663485,[0.595 ~ 0.723],0.40444,0.633596,GAP,5,test,211
477,XGBoost,delta G,ki,7465.316311780114,90190425.74088341,7105.52978515625,0.314401,[0.208 ~ 0.413],-0.140983,0.337548,GAP,5,test,211
478,XGBoost,Affinity Data Value,ki,107204.66808022185,45861427970.83862,178190.484375,0.096519,[-0.017 ~ 0.208],-1.849477,0.17624,GAP,5,test,211
479,XGBoost,pKd pKi pIC50,ki,1.2659162690402206,2.5325087103338966,1.4339734315872192,0.587162,[0.507 ~ 0.657],0.310023,0.576009,GAP,5,test,211
480,linearRegression,delta G,kd,21643.002692186557,21433349170.93984,146082.13108243176,0.050001,[-0.064 ~ 0.163],-270.149544,0.336055,GAP,5,test,211
481,linearRegression,Affinity Data Value,kd,349999.2059072541,4509825074174.713,2120407.0776713793,0.007997,[-0.106 ~ 0.121],-279.205872,0.36619,GAP,5,test,211
482,linearRegression,pKd pKi pIC50,kd,3.701631896319515,467.5353501139512,21.301337259539363,-0.065901,[-0.178 ~ 0.048],-126.379071,0.51162,GAP,5,test,211
483,Ridge,delta G,kd,7925.775867825189,124956917.16269977,9852.58971392615,0.302471,[0.196 ~ 0.402],-0.580808,0.371273,GAP,5,test,211
484,Ridge,Affinity Data Value,kd,88435.9900802488,34950083932.01511,150829.11378997608,0.132142,[0.019 ~ 0.242],-1.17153,0.377166,GAP,5,test,211
485,Ridge,pKd pKi pIC50,kd,1.4227771051774294,3.676075408831192,1.7337918572613025,0.453215,[0.358 ~ 0.539],-0.001539,0.556716,GAP,5,test,211
486,Lasso,delta G,kd,7317.420118337027,97365400.56067964,8144.068983404274,0.333209,[0.228 ~ 0.43],-0.231753,0.388144,GAP,5,test,211
487,Lasso,Affinity Data Value,kd,73840.71704981467,17791950240.466072,56877.26644323318,0.150632,[0.038 ~ 0.26],-0.105455,0.307367,GAP,5,test,211
488,Lasso,pKd pKi pIC50,kd,1.3538599204323558,3.0862881802081037,1.4960385991509537,0.502117,[0.412 ~ 0.582],0.159147,0.577779,GAP,5,test,211
489,ElasticNet,delta G,kd,7118.674784739592,91814407.37873316,6869.24290474629,0.28844,[0.181 ~ 0.389],-0.161528,0.346387,GAP,5,test,211
490,ElasticNet,Affinity Data Value,kd,65986.310177796,17668035093.533806,55281.861092927844,0.126661,[0.013 ~ 0.237],-0.097756,0.258041,GAP,5,test,211
491,ElasticNet,pKd pKi pIC50,kd,1.3429448141264984,3.031009450016165,1.4753158202786942,0.511049,[0.422 ~ 0.59],0.174208,0.573031,GAP,5,test,211
492,SVR,delta G,kd,7404.640302726785,81846213.83749814,77.14710301837029,0.208412,[0.097 ~ 0.315],-0.035422,0.233836,GAP,5,test,211
493,SVR,Affinity Data Value,kd,32879.66786727388,17162342264.95603,71.1185536165942,0.089609,[-0.024 ~ 0.201],-0.066336,0.242644,GAP,5,test,211
494,SVR,pKd pKi pIC50,kd,1.3063461908123257,2.6792812399361066,1.2540690334518076,0.591639,[0.513 ~ 0.661],0.270035,0.572447,GAP,5,test,211
495,DecisionTree,delta G,kd,9859.883604003382,149894541.77795032,11487.409244111459,0.299713,[0.193 ~ 0.4],-0.89629,0.31323,GAP,5,test,211
496,DecisionTree,Affinity Data Value,kd,79580.03376398105,41798854767.443146,166809.25869641657,0.068433,[-0.045 ~ 0.181],-1.59706,0.253291,GAP,5,test,211
