,Modeltype,Scoretype,Datatype,Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
4217,Lasso,delta G,ki,22800417.925123315,4.447521163601147,-0.635331,[-0.69 ~ -0.573],-23.093037,GAP size65 r regression
4218,ElasticNet,delta G,ki,22800383.589954842,4.425222301086156,-0.630669,[-0.686 ~ -0.568],-23.093001,GAP size65 r regression
4219,SVR,delta G,ki,22807884.567056146,3.4736351838673243,-0.513357,[-0.582 ~ -0.438],-23.100927,GAP size65 r regression
4220,DecisionTree,delta G,ki,22800933.664343715,10.913271186741897,-0.408408,[-0.487 ~ -0.324],-23.093582,GAP size65 r regression
4221,RandomForest,delta G,ki,22800162.355280545,5.7345551585428725,-0.630932,[-0.686 ~ -0.568],-23.092767,GAP size65 r regression
4222,XGBoost,delta G,ki,22801802.14850561,7.046582221984863,-0.519867,[-0.588 ~ -0.445],-23.0945,GAP size65 r regression
4223,linearRegression,delta G,ki,22810554.018032093,5.607170994429611,-0.649555,[-0.703 ~ -0.589],-23.103748,final size65 mutual info regression
4224,Ridge,delta G,ki,22810105.799400497,5.510071888598103,-0.654411,[-0.707 ~ -0.595],-23.103274,final size65 mutual info regression
4225,Lasso,delta G,ki,22804646.00468662,5.072589539022026,-0.666216,[-0.717 ~ -0.608],-23.097505,final size65 mutual info regression
4226,ElasticNet,delta G,ki,22808265.061751485,5.324732105105643,-0.661346,[-0.713 ~ -0.603],-23.101329,final size65 mutual info regression
4227,SVR,delta G,ki,22806384.7015988,4.373760192011351,-0.633336,[-0.688 ~ -0.571],-23.099342,final size65 mutual info regression
4228,DecisionTree,delta G,ki,22797250.547813177,9.55796915651961,-0.223429,[-0.314 ~ -0.129],-23.08969,final size65 mutual info regression
4229,RandomForest,delta G,ki,22797884.1759081,5.357513399489557,-0.622433,[-0.679 ~ -0.559],-23.09036,final size65 mutual info regression
4230,XGBoost,delta G,ki,22800842.385501053,7.316803455352783,-0.569915,[-0.632 ~ -0.5],-23.093486,final size65 mutual info regression
4231,linearRegression,delta G,ki,22806114.973052155,5.43632103877583,-0.678213,[-0.728 ~ -0.622],-23.099057,GAP size65 mutual info regression
4232,Ridge,delta G,ki,22805958.774877146,5.3019302763605385,-0.682241,[-0.731 ~ -0.626],-23.098892,GAP size65 mutual info regression
4233,Lasso,delta G,ki,22803440.983103808,5.132967135783214,-0.678718,[-0.728 ~ -0.622],-23.096231,GAP size65 mutual info regression
4234,ElasticNet,delta G,ki,22805788.344144613,5.277239792977147,-0.683573,[-0.732 ~ -0.628],-23.098712,GAP size65 mutual info regression
4235,SVR,delta G,ki,22808738.69399657,4.7048753995165296,-0.661377,[-0.713 ~ -0.603],-23.10183,GAP size65 mutual info regression
4236,DecisionTree,delta G,ki,22800015.95918861,9.406165314128673,-0.454236,[-0.528 ~ -0.373],-23.092612,GAP size65 mutual info regression
4237,RandomForest,delta G,ki,22800287.196122695,5.696503948311045,-0.651948,[-0.705 ~ -0.592],-23.092899,GAP size65 mutual info regression
4238,XGBoost,delta G,ki,22799685.008616444,7.7626848220825195,-0.527185,[-0.594 ~ -0.453],-23.092263,GAP size65 mutual info regression
4239,linearRegression,delta G,ki,22804190.48060292,5.3744012094352644,-0.666916,[-0.718 ~ -0.609],-23.097023,final size70 f regression
4240,Ridge,delta G,ki,22805045.603002854,5.312720027266334,-0.674348,[-0.724 ~ -0.617],-23.097927,final size70 f regression
4241,Lasso,delta G,ki,22802517.282272927,5.10694927638311,-0.673054,[-0.723 ~ -0.616],-23.095255,final size70 f regression
4242,ElasticNet,delta G,ki,22804528.04750345,5.192987388152971,-0.674219,[-0.724 ~ -0.617],-23.09738,final size70 f regression
4243,SVR,delta G,ki,22803663.707720973,4.626812154584084,-0.639855,[-0.694 ~ -0.578],-23.096467,final size70 f regression
4244,DecisionTree,delta G,ki,22794904.39332605,9.406418148319212,-0.425789,[-0.503 ~ -0.342],-23.087211,final size70 f regression
4245,RandomForest,delta G,ki,22798600.786938075,5.474992393121027,-0.645132,[-0.699 ~ -0.584],-23.091117,final size70 f regression
4246,XGBoost,delta G,ki,22796171.09739306,7.835107326507568,-0.574266,[-0.636 ~ -0.505],-23.088549,final size70 f regression
4247,linearRegression,delta G,ki,22803405.62885996,5.536518962684677,-0.670031,[-0.721 ~ -0.612],-23.096194,GAP size70 f regression
4248,Ridge,delta G,ki,22804392.077406034,5.405205222223182,-0.679819,[-0.729 ~ -0.624],-23.097236,GAP size70 f regression
4249,Lasso,delta G,ki,22803063.008235846,5.356327678033905,-0.67776,[-0.727 ~ -0.621],-23.095832,GAP size70 f regression
4250,ElasticNet,delta G,ki,22804099.32056717,5.362269649255212,-0.681285,[-0.73 ~ -0.625],-23.096927,GAP size70 f regression
4251,SVR,delta G,ki,22802620.864789896,4.79172080322023,-0.655356,[-0.708 ~ -0.596],-23.095365,GAP size70 f regression
4252,DecisionTree,delta G,ki,22803092.29564775,10.192991240872328,-0.494276,[-0.565 ~ -0.417],-23.095863,GAP size70 f regression
4253,RandomForest,delta G,ki,22798690.563188057,5.838431404393543,-0.654224,[-0.707 ~ -0.595],-23.091212,GAP size70 f regression
4254,XGBoost,delta G,ki,22796911.79116045,7.72638463973999,-0.563887,[-0.627 ~ -0.493],-23.089332,GAP size70 f regression
4255,linearRegression,delta G,ki,22803761.276050273,4.398144332609637,-0.639667,[-0.694 ~ -0.578],-23.09657,final size70 r regression
4256,Ridge,delta G,ki,22803484.601585113,4.416338347757173,-0.634531,[-0.689 ~ -0.572],-23.096278,final size70 r regression
4257,Lasso,delta G,ki,22803302.950871672,4.301381815563932,-0.632944,[-0.688 ~ -0.571],-23.096086,final size70 r regression
4258,ElasticNet,delta G,ki,22803561.874611624,4.282538362904667,-0.63138,[-0.687 ~ -0.569],-23.096359,final size70 r regression
4259,SVR,delta G,ki,22810790.65065313,3.424059098469504,-0.491885,[-0.563 ~ -0.414],-23.103998,final size70 r regression
4260,DecisionTree,delta G,ki,22805460.27414422,10.291027469571901,-0.371823,[-0.453 ~ -0.285],-23.098365,final size70 r regression
4261,RandomForest,delta G,ki,22798972.16496051,5.487038795164351,-0.611609,[-0.669 ~ -0.547],-23.091509,final size70 r regression
4262,XGBoost,delta G,ki,22800546.364652038,7.342221736907959,-0.549096,[-0.614 ~ -0.477],-23.093173,final size70 r regression
4263,linearRegression,delta G,ki,22801048.585060548,4.589619999102534,-0.636714,[-0.691 ~ -0.575],-23.093703,GAP size70 r regression
4264,Ridge,delta G,ki,22800487.273106758,4.561860916989875,-0.636444,[-0.691 ~ -0.575],-23.09311,GAP size70 r regression
4265,Lasso,delta G,ki,22800792.407405995,4.478108342106651,-0.639148,[-0.694 ~ -0.578],-23.093433,GAP size70 r regression
4266,ElasticNet,delta G,ki,22800778.990694057,4.419508913638507,-0.635123,[-0.69 ~ -0.573],-23.093419,GAP size70 r regression
4267,SVR,delta G,ki,22808851.30666937,3.521791675058041,-0.504223,[-0.574 ~ -0.428],-23.101949,GAP size70 r regression
4268,DecisionTree,delta G,ki,22801669.519766584,10.72014732861134,-0.415351,[-0.493 ~ -0.331],-23.09436,GAP size70 r regression
4269,RandomForest,delta G,ki,22801444.0878704,5.926144085494312,-0.632486,[-0.688 ~ -0.57],-23.094121,GAP size70 r regression
4270,XGBoost,delta G,ki,22800825.15938874,7.343728065490723,-0.512178,[-0.581 ~ -0.436],-23.093467,GAP size70 r regression
4271,linearRegression,delta G,ki,6.950953248969194e+25,8322598115762.132,-0.083708,[-0.18 ~ 0.014],-7.345022113762257e+19,final size70 mutual info regression
4272,Ridge,delta G,ki,1.343985303359198e+21,36596031904.561584,0.083708,[-0.014 ~ 0.18],-1420179566767868.5,final size70 mutual info regression
4273,Lasso,delta G,ki,22803783.44324092,5.063465217503464,-0.677264,[-0.727 ~ -0.621],-23.096593,final size70 mutual info regression
4274,ElasticNet,delta G,ki,1.7264498930600892e+21,41477610320.9709,0.083708,[-0.014 ~ 0.18],-1824327137390739.8,final size70 mutual info regression
4275,SVR,delta G,ki,22806529.428297002,4.608284566785534,-0.646806,[-0.7 ~ -0.586],-23.099495,final size70 mutual info regression
4276,DecisionTree,delta G,ki,22798870.363774776,9.282169197405178,-0.263176,[-0.352 ~ -0.17],-23.091402,final size70 mutual info regression
4277,RandomForest,delta G,ki,22799999.71525571,5.371793854243131,-0.650217,[-0.703 ~ -0.59],-23.092595,final size70 mutual info regression
4278,XGBoost,delta G,ki,22796612.740953706,7.719025135040283,-0.590411,[-0.651 ~ -0.523],-23.089016,final size70 mutual info regression
4279,linearRegression,delta G,ki,22806991.346569195,5.6249510552241535,-0.688768,[-0.737 ~ -0.634],-23.099983,GAP size70 mutual info regression
4280,Ridge,delta G,ki,22807233.545850113,5.495562728860753,-0.691431,[-0.739 ~ -0.637],-23.100239,GAP size70 mutual info regression
4281,Lasso,delta G,ki,22804299.511193264,5.335105101900208,-0.689525,[-0.738 ~ -0.635],-23.097139,GAP size70 mutual info regression
4282,ElasticNet,delta G,ki,22806580.985285636,5.386515047987024,-0.692448,[-0.74 ~ -0.638],-23.099549,GAP size70 mutual info regression
4283,SVR,delta G,ki,22805037.599875204,4.6913877559843895,-0.66181,[-0.713 ~ -0.603],-23.097919,GAP size70 mutual info regression
4284,DecisionTree,delta G,ki,22805312.499695554,9.977923973606007,-0.434523,[-0.511 ~ -0.352],-23.098209,GAP size70 mutual info regression
4285,RandomForest,delta G,ki,22801038.82935916,5.6117868997575915,-0.662197,[-0.714 ~ -0.604],-23.093693,GAP size70 mutual info regression
4286,XGBoost,delta G,ki,22799791.57713706,7.646930694580078,-0.55548,[-0.62 ~ -0.484],-23.092375,GAP size70 mutual info regression
4287,linearRegression,delta G,ki,22803605.54822636,5.35209416976061,-0.667064,[-0.718 ~ -0.609],-23.096405,final size75 f regression
4288,Ridge,delta G,ki,22804473.86894171,5.283806895766927,-0.675217,[-0.725 ~ -0.618],-23.097323,final size75 f regression
4289,Lasso,delta G,ki,22802301.465455156,5.089100569586636,-0.673765,[-0.724 ~ -0.617],-23.095027,final size75 f regression
4290,ElasticNet,delta G,ki,22804143.61549381,5.151583455002302,-0.675239,[-0.725 ~ -0.618],-23.096974,final size75 f regression
4291,SVR,delta G,ki,22804814.226763614,4.604800891569491,-0.639291,[-0.694 ~ -0.578],-23.097683,final size75 f regression
4292,DecisionTree,delta G,ki,22800439.37908345,9.266556990385238,-0.3828,[-0.463 ~ -0.296],-23.09306,final size75 f regression
4293,RandomForest,delta G,ki,22799509.11070702,5.365203657471157,-0.647596,[-0.701 ~ -0.587],-23.092077,final size75 f regression
4294,XGBoost,delta G,ki,22793415.82456357,7.709105491638184,-0.551999,[-0.616 ~ -0.48],-23.085638,final size75 f regression
4295,linearRegression,delta G,ki,22803616.11032984,5.5191559941641675,-0.668971,[-0.72 ~ -0.611],-23.096417,GAP size75 f regression
4296,Ridge,delta G,ki,22804447.319006845,5.394685530893525,-0.678652,[-0.728 ~ -0.622],-23.097295,GAP size75 f regression
4297,Lasso,delta G,ki,22803291.052019197,5.390083160947247,-0.677052,[-0.727 ~ -0.62],-23.096073,GAP size75 f regression
4298,ElasticNet,delta G,ki,22803943.10455512,5.2519427933315015,-0.67796,[-0.727 ~ -0.621],-23.096762,GAP size75 f regression
4299,SVR,delta G,ki,22802642.537073843,4.826398864011567,-0.655498,[-0.708 ~ -0.596],-23.095388,GAP size75 f regression
4300,DecisionTree,delta G,ki,22803768.15831117,10.06395252653134,-0.453582,[-0.528 ~ -0.372],-23.096577,GAP size75 f regression
4301,RandomForest,delta G,ki,22798502.701227866,5.7121105532092695,-0.653623,[-0.706 ~ -0.594],-23.091013,GAP size75 f regression
4302,XGBoost,delta G,ki,22796891.148250133,7.655253887176514,-0.559117,[-0.623 ~ -0.488],-23.08931,GAP size75 f regression
4303,linearRegression,delta G,ki,22804251.55877966,4.542352891799228,-0.641365,[-0.695 ~ -0.58],-23.097088,final size75 r regression
4304,Ridge,delta G,ki,22804033.80636337,4.545320352495731,-0.638174,[-0.693 ~ -0.576],-23.096858,final size75 r regression
4305,Lasso,delta G,ki,22803764.04689034,4.375120645231361,-0.640265,[-0.694 ~ -0.579],-23.096573,final size75 r regression
4306,ElasticNet,delta G,ki,22804057.892534822,4.303707010180945,-0.635705,[-0.69 ~ -0.574],-23.096883,final size75 r regression
4307,SVR,delta G,ki,22810591.598676246,3.3285837145126282,-0.476042,[-0.548 ~ -0.397],-23.103787,final size75 r regression
4308,DecisionTree,delta G,ki,22801484.159510463,10.04856017405363,-0.320226,[-0.405 ~ -0.23],-23.094164,final size75 r regression
4309,RandomForest,delta G,ki,22797856.998248782,5.305455159151236,-0.596899,[-0.656 ~ -0.53],-23.090331,final size75 r regression
4310,XGBoost,delta G,ki,22799535.24912485,7.258552551269531,-0.491341,[-0.562 ~ -0.414],-23.092104,final size75 r regression
4311,linearRegression,delta G,ki,22801407.25441142,4.66762196499212,-0.643225,[-0.697 ~ -0.582],-23.094082,GAP size75 r regression
4312,Ridge,delta G,ki,22800900.20274855,4.650241947506872,-0.641516,[-0.696 ~ -0.58],-23.093547,GAP size75 r regression
4313,Lasso,delta G,ki,22801062.721855674,4.5060252563351115,-0.645521,[-0.699 ~ -0.585],-23.093718,GAP size75 r regression
4314,ElasticNet,delta G,ki,22801156.56340691,4.494933144439996,-0.641992,[-0.696 ~ -0.581],-23.093818,GAP size75 r regression
4315,SVR,delta G,ki,22807419.5585318,3.4145024664066663,-0.489105,[-0.56 ~ -0.411],-23.100436,GAP size75 r regression
4316,DecisionTree,delta G,ki,22807067.70695885,10.773316123051519,-0.463157,[-0.537 ~ -0.383],-23.100064,GAP size75 r regression
4317,RandomForest,delta G,ki,22798621.27807041,5.90570997792095,-0.628581,[-0.684 ~ -0.566],-23.091139,GAP size75 r regression
4318,XGBoost,delta G,ki,22806442.9223025,7.310799598693848,-0.486195,[-0.557 ~ -0.408],-23.099404,GAP size75 r regression
4319,linearRegression,delta G,ki,22810871.16549146,5.566194897104876,-0.653157,[-0.706 ~ -0.593],-23.104083,final size75 mutual info regression
4320,Ridge,delta G,ki,22810584.901380885,5.4531782279592,-0.65861,[-0.711 ~ -0.6],-23.10378,final size75 mutual info regression
4321,Lasso,delta G,ki,22806069.27256475,5.166434795342549,-0.670297,[-0.721 ~ -0.613],-23.099009,final size75 mutual info regression
4322,ElasticNet,delta G,ki,22808750.785418306,5.249518377663536,-0.667009,[-0.718 ~ -0.609],-23.101842,final size75 mutual info regression
4323,SVR,delta G,ki,22808933.574820478,4.564536174934296,-0.624079,[-0.68 ~ -0.561],-23.102035,final size75 mutual info regression
4324,DecisionTree,delta G,ki,22811660.50797714,9.732020609541873,-0.395232,[-0.475 ~ -0.31],-23.104917,final size75 mutual info regression
4325,RandomForest,delta G,ki,22799640.22207201,5.418568418980582,-0.64969,[-0.703 ~ -0.589],-23.092215,final size75 mutual info regression
4326,XGBoost,delta G,ki,22799727.588240948,7.617768287658691,-0.594348,[-0.654 ~ -0.527],-23.092308,final size75 mutual info regression
4327,linearRegression,delta G,ki,22889147.006145217,116.38746321450868,-0.060988,[-0.158 ~ 0.037],-23.186796,GAP size75 mutual info regression
4328,Ridge,delta G,ki,22891213.171328045,118.2318928352462,-0.059927,[-0.157 ~ 0.038],-23.18898,GAP size75 mutual info regression
4329,Lasso,delta G,ki,22878362.468941502,105.35363756217282,-0.063226,[-0.16 ~ 0.035],-23.1754,GAP size75 mutual info regression
4330,ElasticNet,delta G,ki,22889350.13344871,116.2674940534484,-0.060307,[-0.157 ~ 0.038],-23.187011,GAP size75 mutual info regression
4331,SVR,delta G,ki,22805692.6231047,4.772854617489946,-0.660036,[-0.712 ~ -0.601],-23.098611,GAP size75 mutual info regression
4332,DecisionTree,delta G,ki,22803091.35981375,9.389654991639949,-0.44511,[-0.52 ~ -0.363],-23.095862,GAP size75 mutual info regression
4333,RandomForest,delta G,ki,22799796.681941316,5.567093708956601,-0.657625,[-0.71 ~ -0.598],-23.092381,GAP size75 mutual info regression
4334,XGBoost,delta G,ki,22802587.45350872,7.772190570831299,-0.588711,[-0.649 ~ -0.521],-23.09533,GAP size75 mutual info regression
4335,linearRegression,delta G,ki,22804483.95594644,5.444001127827228,-0.662842,[-0.714 ~ -0.604],-23.097334,final size80 f regression
4336,Ridge,delta G,ki,22805068.351235364,5.373603594775892,-0.671368,[-0.722 ~ -0.614],-23.097951,final size80 f regression
4337,Lasso,delta G,ki,22802635.876537435,5.221283236942563,-0.66905,[-0.72 ~ -0.611],-23.095381,final size80 f regression
4338,ElasticNet,delta G,ki,22804442.7362819,5.224521763681453,-0.670718,[-0.721 ~ -0.613],-23.09729,final size80 f regression
4339,SVR,delta G,ki,22804679.437210336,4.5689461665452145,-0.635128,[-0.69 ~ -0.573],-23.09754,final size80 f regression
4340,DecisionTree,delta G,ki,22800678.77781067,10.388149287905298,-0.407982,[-0.486 ~ -0.323],-23.093313,final size80 f regression
4341,RandomForest,delta G,ki,22795777.825976588,5.410615728548379,-0.630895,[-0.686 ~ -0.568],-23.088134,final size80 f regression
4342,XGBoost,delta G,ki,22796737.74250637,8.04811954498291,-0.578494,[-0.64 ~ -0.51],-23.089148,final size80 f regression
4343,linearRegression,delta G,ki,22802951.306075543,5.501704566071279,-0.66971,[-0.72 ~ -0.612],-23.095714,GAP size80 f regression
4344,Ridge,delta G,ki,22803861.875682745,5.367109800334082,-0.68023,[-0.729 ~ -0.624],-23.096676,GAP size80 f regression
4345,Lasso,delta G,ki,22802761.747377343,5.338460502926542,-0.678337,[-0.728 ~ -0.622],-23.095514,GAP size80 f regression
4346,ElasticNet,delta G,ki,22803538.781959753,5.243241302647682,-0.67983,[-0.729 ~ -0.624],-23.096335,GAP size80 f regression
4347,SVR,delta G,ki,22802787.343405478,4.834386418529106,-0.655371,[-0.708 ~ -0.596],-23.095541,GAP size80 f regression
4348,DecisionTree,delta G,ki,22799714.630949575,10.196727253360399,-0.443265,[-0.518 ~ -0.361],-23.092294,GAP size80 f regression
4349,RandomForest,delta G,ki,22798988.005955774,5.684282774577289,-0.643811,[-0.698 ~ -0.583],-23.091526,GAP size80 f regression
4350,XGBoost,delta G,ki,22797734.299076155,7.870362281799316,-0.577778,[-0.639 ~ -0.509],-23.090201,GAP size80 f regression
4351,linearRegression,delta G,ki,22804363.291323826,4.561134506564622,-0.627347,[-0.683 ~ -0.564],-23.097206,final size80 r regression
4352,Ridge,delta G,ki,22804467.82280189,4.547154678443285,-0.630603,[-0.686 ~ -0.568],-23.097317,final size80 r regression
4353,Lasso,delta G,ki,22803835.478893474,4.3979282746073025,-0.639207,[-0.694 ~ -0.578],-23.096648,final size80 r regression
4354,ElasticNet,delta G,ki,22804367.84243771,4.365715901995755,-0.63452,[-0.689 ~ -0.572],-23.097211,final size80 r regression
4355,SVR,delta G,ki,22810634.301915735,3.26365959631772,-0.462849,[-0.536 ~ -0.382],-23.103833,final size80 r regression
4356,DecisionTree,delta G,ki,22802856.54998529,10.584232454812941,-0.304431,[-0.39 ~ -0.213],-23.095614,final size80 r regression
4357,RandomForest,delta G,ki,22801797.03581473,5.528639127060199,-0.617622,[-0.675 ~ -0.553],-23.094494,final size80 r regression
4358,XGBoost,delta G,ki,22802865.537710905,7.2684712409973145,-0.53942,[-0.605 ~ -0.466],-23.095623,final size80 r regression
4359,linearRegression,delta G,ki,22801474.597708054,4.720286849307129,-0.624666,[-0.681 ~ -0.561],-23.094154,GAP size80 r regression
4360,Ridge,delta G,ki,22801282.68477978,4.688469670172359,-0.628838,[-0.684 ~ -0.566],-23.093951,GAP size80 r regression
4361,Lasso,delta G,ki,22801055.897316884,4.484258404389225,-0.640873,[-0.695 ~ -0.579],-23.093711,GAP size80 r regression
4362,ElasticNet,delta G,ki,22801446.82025877,4.512577513005331,-0.635197,[-0.69 ~ -0.573],-23.094124,GAP size80 r regression
4363,SVR,delta G,ki,22807528.07978955,3.343078403229493,-0.484235,[-0.556 ~ -0.406],-23.10055,GAP size80 r regression
4364,DecisionTree,delta G,ki,22805690.660145663,10.896716038352286,-0.450578,[-0.525 ~ -0.369],-23.098609,GAP size80 r regression
4365,RandomForest,delta G,ki,22800649.703547627,5.8140949776731325,-0.64542,[-0.699 ~ -0.585],-23.093282,GAP size80 r regression
4366,XGBoost,delta G,ki,22801107.08620618,7.131583213806152,-0.503969,[-0.573 ~ -0.427],-23.093765,GAP size80 r regression
4367,linearRegression,delta G,ki,8.365878523973477e+21,91304570140.36359,0.083708,[-0.014 ~ 0.18],-8840163436395781.0,final size80 mutual info regression
4368,Ridge,delta G,ki,8.547372735701455e+21,92289663115.98749,0.083708,[-0.014 ~ 0.18],-9031947059578620.0,final size80 mutual info regression
4369,Lasso,delta G,ki,6.76467357064838e+21,82103214564.31406,0.083708,[-0.014 ~ 0.18],-7148181722580830.0,final size80 mutual info regression
4370,ElasticNet,delta G,ki,7.783075396662014e+21,88066828747.95946,0.083708,[-0.014 ~ 0.18],-8224319579482008.0,final size80 mutual info regression
4371,SVR,delta G,ki,22808251.609595202,4.592083842124917,-0.635883,[-0.691 ~ -0.574],-23.101315,final size80 mutual info regression
4372,DecisionTree,delta G,ki,22807769.576267716,8.46462249143578,-0.261667,[-0.35 ~ -0.168],-23.100805,final size80 mutual info regression
4373,RandomForest,delta G,ki,22798824.35114653,5.509685075931003,-0.640417,[-0.695 ~ -0.579],-23.091353,final size80 mutual info regression
4374,XGBoost,delta G,ki,22799555.12310544,7.66856575012207,-0.554253,[-0.618 ~ -0.483],-23.092125,final size80 mutual info regression
4375,linearRegression,delta G,ki,22809900.092178512,5.682290136755336,-0.661808,[-0.713 ~ -0.603],-23.103057,GAP size80 mutual info regression
4376,Ridge,delta G,ki,22809367.92198569,5.540081581227276,-0.667679,[-0.718 ~ -0.61],-23.102494,GAP size80 mutual info regression
4377,Lasso,delta G,ki,22806880.79799594,5.393816045364472,-0.675647,[-0.725 ~ -0.619],-23.099866,GAP size80 mutual info regression
4378,ElasticNet,delta G,ki,22806743.980552107,5.26609459708327,-0.675157,[-0.725 ~ -0.618],-23.099722,GAP size80 mutual info regression
4379,SVR,delta G,ki,22806385.773659673,4.776272355324565,-0.652372,[-0.705 ~ -0.592],-23.099343,GAP size80 mutual info regression
4380,DecisionTree,delta G,ki,22799947.711903717,9.944226608711043,-0.476662,[-0.549 ~ -0.398],-23.09254,GAP size80 mutual info regression
4381,RandomForest,delta G,ki,22800387.907607,5.503457358490592,-0.658916,[-0.711 ~ -0.6],-23.093005,GAP size80 mutual info regression
4382,XGBoost,delta G,ki,22802981.794620365,7.702275276184082,-0.596302,[-0.656 ~ -0.529],-23.095746,GAP size80 mutual info regression
4383,linearRegression,delta G,ki,22803816.64137957,5.474841343635226,-0.652679,[-0.705 ~ -0.593],-23.096628,final size85 f regression
4384,Ridge,delta G,ki,22804574.30041379,5.386687028941982,-0.66227,[-0.714 ~ -0.604],-23.097429,final size85 f regression
4385,Lasso,delta G,ki,22802572.093152076,5.201571032792294,-0.664014,[-0.715 ~ -0.606],-23.095313,final size85 f regression
4386,ElasticNet,delta G,ki,22804151.9064364,5.226639640966021,-0.664294,[-0.716 ~ -0.606],-23.096983,final size85 f regression
4387,SVR,delta G,ki,22804495.79373611,4.401434297923772,-0.622739,[-0.679 ~ -0.559],-23.097346,final size85 f regression
4388,DecisionTree,delta G,ki,22802735.210725274,10.558700474003162,-0.380394,[-0.461 ~ -0.294],-23.095486,final size85 f regression
4389,RandomForest,delta G,ki,22799819.03865481,5.326667651152114,-0.631089,[-0.686 ~ -0.568],-23.092404,final size85 f regression
4390,XGBoost,delta G,ki,22797436.13373397,7.783283233642578,-0.585273,[-0.646 ~ -0.517],-23.089886,final size85 f regression
4391,linearRegression,delta G,ki,22803165.43042512,5.604125774257885,-0.657242,[-0.709 ~ -0.598],-23.09594,GAP size85 f regression
4392,Ridge,delta G,ki,22803979.835185584,5.4454986849669735,-0.669733,[-0.72 ~ -0.612],-23.096801,GAP size85 f regression
4393,Lasso,delta G,ki,22802421.571136303,5.3414840449947665,-0.668552,[-0.719 ~ -0.611],-23.095154,GAP size85 f regression
4394,ElasticNet,delta G,ki,22803217.60142219,5.270367493527813,-0.669151,[-0.72 ~ -0.611],-23.095995,GAP size85 f regression
4395,SVR,delta G,ki,22802503.063001953,4.73587105982167,-0.644504,[-0.698 ~ -0.584],-23.09524,GAP size85 f regression
4396,DecisionTree,delta G,ki,22801278.151415348,10.109419435199362,-0.428428,[-0.505 ~ -0.345],-23.093946,GAP size85 f regression
4397,RandomForest,delta G,ki,22800076.945121687,5.667898418558967,-0.653994,[-0.707 ~ -0.594],-23.092677,GAP size85 f regression
4398,XGBoost,delta G,ki,22800672.498795353,7.567268371582031,-0.571438,[-0.634 ~ -0.502],-23.093306,GAP size85 f regression
4399,linearRegression,delta G,ki,22857806.163226403,77.78814277321732,-0.06339,[-0.16 ~ 0.034],-23.153679,final size85 r regression
4400,Ridge,delta G,ki,22804460.48990572,4.549110274992227,-0.630992,[-0.686 ~ -0.568],-23.097309,final size85 r regression
4401,Lasso,delta G,ki,22803864.134202275,4.407570349347652,-0.639569,[-0.694 ~ -0.578],-23.096679,final size85 r regression
4402,ElasticNet,delta G,ki,22804375.88491702,4.372516270240698,-0.634839,[-0.69 ~ -0.573],-23.097219,final size85 r regression
4403,SVR,delta G,ki,22811051.158776302,3.2395756631954593,-0.464751,[-0.538 ~ -0.385],-23.104273,final size85 r regression
4404,DecisionTree,delta G,ki,22799682.886354893,10.392435851772968,-0.332432,[-0.417 ~ -0.243],-23.09226,final size85 r regression
4405,RandomForest,delta G,ki,22797713.400410894,5.494540058270052,-0.617199,[-0.674 ~ -0.553],-23.090179,final size85 r regression
4406,XGBoost,delta G,ki,22804964.421937726,7.161789894104004,-0.504378,[-0.574 ~ -0.428],-23.097841,final size85 r regression
4407,linearRegression,delta G,ki,22850937.426390465,72.48820712665564,-0.067251,[-0.164 ~ 0.031],-23.146421,GAP size85 r regression
4408,Ridge,delta G,ki,22801299.86680398,4.688872891434026,-0.629023,[-0.685 ~ -0.566],-23.093969,GAP size85 r regression
4409,Lasso,delta G,ki,22801098.184622634,4.522305268535053,-0.641976,[-0.696 ~ -0.581],-23.093756,GAP size85 r regression
4410,ElasticNet,delta G,ki,22801460.909188367,4.497006490392572,-0.635186,[-0.69 ~ -0.573],-23.094139,GAP size85 r regression
4411,SVR,delta G,ki,22808035.11739736,3.3241855978940973,-0.486871,[-0.558 ~ -0.409],-23.101086,GAP size85 r regression
4412,DecisionTree,delta G,ki,22807000.601638734,10.651912415104274,-0.45816,[-0.532 ~ -0.377],-23.099993,GAP size85 r regression
4413,RandomForest,delta G,ki,22800410.802942857,5.838185287881803,-0.636356,[-0.691 ~ -0.574],-23.093029,GAP size85 r regression
4414,XGBoost,delta G,ki,22800712.748894874,6.915488243103027,-0.483197,[-0.555 ~ -0.405],-23.093349,GAP size85 r regression
4415,linearRegression,delta G,ki,22863447.855994627,76.18830345803805,-0.076213,[-0.173 ~ 0.022],-23.15964,final size85 mutual info regression
4416,Ridge,delta G,ki,22866403.938965715,80.6747788934343,-0.073099,[-0.17 ~ 0.025],-23.162764,final size85 mutual info regression
4417,Lasso,delta G,ki,22861784.89667427,81.86889061628652,-0.070069,[-0.167 ~ 0.028],-23.157883,final size85 mutual info regression
4418,ElasticNet,delta G,ki,22878334.087074045,99.49859487627788,-0.0631,[-0.16 ~ 0.035],-23.17537,final size85 mutual info regression
4419,SVR,delta G,ki,22807882.87399734,4.41825463813422,-0.636269,[-0.691 ~ -0.574],-23.100925,final size85 mutual info regression
4420,DecisionTree,delta G,ki,22786664.376380257,10.242089534725636,-0.305408,[-0.391 ~ -0.214],-23.078504,final size85 mutual info regression
